;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
494;SAPR4;5.09;5.12;0.79;1.222;6,06%;0.409;9.54;2.83;-1.22;4.49;3.81;43,16%;23,89%;1.41;15,82%;15,43%;10107100.0;9744200000.0;0.59;7,69%;0.99;6.45
495;GGBR4;21.86;5.12;0.78;0.557;6,91%;0.513;2.14;4.21;10.81;4.82;3.59;13,24%;10,94%;2.59;14,34%;15,29%;218872000.0;49059000000.0;0.22;18,98%;4.27;27.92
496;SAPR11;25.54;5.13;0.79;1.227;5,93%;0.411;9.57;2.84;-1.23;4.5;3.82;43,16%;23,89%;1.41;15,82%;15,43%;25054300.0;9744200000.0;0.59;7,69%;4.97;32.24
497;EEEL3;421.01;5.17;2.67;2.426;0,00%;0.753;7.38;4.75;-1.58;6.31;6.23;51,11%;46,86%;1.74;17,59%;51,67%;0.0;1510370000.0;1.15;9,47%;81.36;157.46
498;EQMA3B;29.3;5.2;1.32;0.876;9,53%;0.533;14.16;3.64;-1.75;5.0;4.22;24,11%;16,86%;1.15;17,37%;25,31%;14290.9;3657630000.0;0.73;11,07%;5.64;22.28
499;CEEB5;36.86;5.25;1.5;0.637;11,20%;0.346;-10.89;2.41;-0.63;5.73;4.7;26,42%;12,13%;0.87;15,61%;28,57%;1587.22;6437000000.0;2.22;10,55%;7.02;24.56
500;MOAR3;390.0;5.4;3.13;0.0;7,92%;1.477;3.77;-165.94;351.68;-146.28;-147.25;0,00%;0,00%;3.76;-1,82%;58,02%;13954.2;1524140000.0;0.71;-81,25%;72.18;124.41
501;PINE4;4.73;5.46;1.0;0.0;5,83%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;18,37%;2495350.0;984479000.0;0.0;49,00%;0.87;4.71
502;SUZB3;59.43;5.5;1.73;1.95;1,99%;0.54;3.26;7.63;-1.29;13.14;7.64;25,55%;35,48%;2.61;8,69%;31,51%;235427000.0;44692800000.0;1.73;14,35%;10.80;34.27
503;MEAL3;2.26;5.54;0.58;0.288;0,00%;0.235;-7.1;-12.01;-0.56;-17.89;5.17;-2,40%;5,20%;0.84;-2,23%;10,51%;2097080.0;1112260000.0;0.45;14,44%;0.41;3.88
504;EUCA3;16.57;5.58;0.7;0.578;5,05%;0.386;2.45;3.92;-5.77;5.23;3.2;14,76%;10,36%;1.71;11,09%;12,46%;20618.6;2205650000.0;0.34;17,67%;2.97;23.81
505;CEEB3;39.35;5.61;1.6;0.68;10,49%;0.37;-11.63;2.58;-0.67;5.89;4.84;26,42%;12,13%;0.87;15,61%;28,57%;26321.1;6437000000.0;2.22;10,55%;7.02;24.56
506;BPIA3;6.1;5.64;1.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;18,84%;0.0;77395000.0;0.0;13,41%;1.08;5.74
507;RANI3;9.03;5.65;1.69;1.358;8,82%;0.625;2.6;4.84;-2.06;7.13;5.7;28,07%;24,05%;3.75;16,34%;29,96%;12586400.0;1279700000.0;1.27;17,82%;1.60;5.34
508;DSUL3;7.95;5.65;0.97;0.879;0,00%;0.721;1.93;2.37;2.7;1.27;1.27;37,13%;16,02%;3.5;48,91%;17,25%;0.0;236447000.0;0.01;36,69%;1.41;8.16
509;TRPL4;24.5;5.68;0.93;2.597;9,00%;0.45;4.57;4.67;-1.33;6.84;6.79;55,58%;46,53%;2.45;10,17%;16,35%;53699800.0;17380100000.0;0.53;17,96%;4.31;26.38
510;RNPT4;31.81;5.74;0.39;0.467;0,00%;0.379;57.01;56.1;57.01;56.05;56.05;0,83%;8,13%;1.38;0,68%;6,72%;0.0;63944000.0;0.0;4,85%;5.54;82.40
511;RNPT3;31.87;5.75;0.39;0.468;0,00%;0.38;57.12;56.21;57.12;56.15;56.15;0,83%;8,13%;1.38;0,68%;6,72%;0.0;63944000.0;0.0;4,85%;5.54;82.40
512;CGRA3;24.91;5.83;0.57;0.746;10,64%;0.414;1.54;6.17;2.66;4.45;3.31;12,09%;12,81%;2.66;8,32%;9,80%;54250.3;875781000.0;0.0;12,06%;4.27;43.61
513;NEOE3;21.44;5.83;0.87;0.587;6,15%;0.263;18.25;2.83;-0.57;7.01;5.46;20,71%;10,21%;1.07;10,54%;14,94%;23349400.0;29866000000.0;1.54;12,50%;3.68;24.61
514;BOBR4;2.27;5.9;-10.65;0.416;0,00%;0.716;-10.1;2.86;-1.23;4.45;3.94;14,57%;7,05%;0.87;32,00%;-180,46%;105163.0;-55506000.0;-6.5;8,65%;0.38;-0.21
515;CSMG3;20.15;5.93;0.97;1.095;14,36%;0.547;7.66;4.58;-2.25;6.58;4.49;23,92%;18,47%;1.58;13,46%;16,38%;31592800.0;7891110000.0;0.58;8,53%;3.40;20.75
516;LEVE3;32.79;5.94;4.88;1.024;28,66%;1.587;7.24;5.48;-20.65;6.14;5.46;18,71%;17,23%;1.58;38,76%;82,19%;19301700.0;910379000.0;0.98;17,89%;5.52;6.72
517;EUCA4;17.71;5.97;0.74;0.618;5,20%;0.412;2.62;4.19;-6.17;5.5;3.37;14,76%;10,36%;1.71;11,09%;12,46%;1144720.0;2205650000.0;0.34;17,67%;2.97;23.81
518;BMEB4;24.0;5.98;1.62;0.0;5,50%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;27,10%;587276.0;1553050000.0;0.0;18,70%;4.01;14.81
519;CMIG3;14.4;6.0;1.3;0.879;8,96%;0.564;9.89;3.85;-1.78;4.81;4.19;22,83%;14,66%;1.3;16,73%;21,64%;4729790.0;24427800000.0;0.5;11,86%;2.40;11.10
520;RDNI3;4.13;6.0;0.31;0.311;3,49%;0.077;0.76;-42.23;-0.17;-217.34;1604.24;-0,74%;5,96%;1.55;-0,19%;5,18%;42556.7;581354000.0;1.39;25,90%;0.69;13.28
521;SOJA3;17.71;6.01;2.05;0.998;5,42%;0.88;1.71;8.2;3.13;7.59;7.14;12,16%;16,59%;4.58;17,15%;34,07%;5029880.0;1012630000.0;0.57;54,90%;2.94;8.64
522;VBBR3;24.66;6.03;1.83;0.176;3,38%;0.661;2.11;6.01;-6.92;7.86;7.04;2,94%;2,92%;2.36;14,80%;30,30%;199542000.0;15731000000.0;0.99;20,68%;4.09;13.50
523;TIET11;17.44;6.09;3.13;3.01;0,00%;0.638;1434.52;5.02;-1.05;8.78;6.62;59,93%;49,91%;1.0;13,97%;51,45%;0.0;2222740000.0;2.67;7,76%;2.87;5.57
524;TIET3;3.49;6.09;3.13;3.012;0,00%;0.638;1435.34;5.03;-1.05;8.78;6.63;59,93%;49,91%;1.0;13,97%;51,45%;0.0;2222740000.0;2.67;7,76%;0.57;1.11
525;TIET4;3.51;6.13;3.15;3.029;0,00%;0.642;1443.57;5.06;-1.05;8.81;6.65;59,93%;49,91%;1.0;13,97%;51,45%;0.0;2222740000.0;2.67;7,76%;0.57;1.11
526;BPAR3;182.07;6.17;0.91;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;14,73%;0.0;1908310000.0;0.0;4,11%;29.52;200.41
527;STBP11;14.4;6.19;1.14;1.285;0,00%;0.543;10.91;4.28;-1.64;4.02;2.93;30,04%;20,77%;1.35;14,93%;18,36%;0.0;2191630000.0;0.19;23,95%;2.33;12.68
528;BMEB3;25.01;6.23;1.69;0.0;4,79%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;27,10%;76600.0;1553050000.0;0.0;18,70%;4.01;14.81
529;CGRA4;26.63;6.23;0.61;0.798;9,95%;0.442;1.64;6.6;2.85;4.87;3.63;12,09%;12,81%;2.66;8,32%;9,80%;133605.0;875781000.0;0.0;12,06%;4.27;43.61
530;POSI3;8.48;6.29;0.83;0.337;6,06%;0.288;0.79;3.18;1.87;5.5;4.82;10,57%;5,48%;1.83;12,88%;13,21%;7076870.0;1447110000.0;0.87;24,26%;1.35;10.21
531;CAMB3;10.75;6.32;1.95;0.99;2,77%;1.354;5.62;4.52;10.21;4.43;3.95;21,89%;15,65%;2.22;33,30%;30,87%;730220.0;232830000.0;0.04;28,50%;1.70;5.51
532;ALLL11;16.5;6.36;0.38;0.581;0,00%;0.124;1.08;1.85;-0.28;5.51;3.38;31,40%;9,14%;1.99;7,93%;6,04%;0.0;15936700000.0;1.2;11,29%;2.59;42.96
533;ALLL4;3.32;6.4;0.39;0.584;0,00%;0.125;1.08;1.86;-0.28;5.52;3.38;31,40%;9,14%;1.99;7,93%;6,04%;0.0;15936700000.0;1.2;11,29%;0.52;8.59
534;CIQU4;12.49;6.63;1.05;0.413;0,00%;0.515;3.33;4.25;7.55;7.5;5.23;9,72%;6,22%;1.36;12,70%;15,87%;0.0;296175000.0;0.84;16,23%;1.88;11.87
535;CIQU3;12.49;6.63;1.05;0.413;0,00%;0.515;3.33;4.25;7.55;7.5;5.23;9,72%;6,22%;1.36;12,70%;15,87%;0.0;296175000.0;0.84;16,23%;1.88;11.87
536;ABCB4;24.34;6.77;0.98;0.0;6,32%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;14,50%;14551400.0;5871730000.0;0.0;45,86%;3.59;24.78
537;MRSA5B;23.06;6.78;1.22;1.272;2,81%;0.508;-50.67;3.37;-1.24;4.63;4.63;37,71%;18,76%;0.95;17,78%;18,03%;496.44;6375910000.0;0.73;15,84%;3.40;18.86
538;MRSA5B;23.06;6.78;1.22;1.272;2,81%;0.508;-50.67;3.37;-1.24;4.63;4.63;37,71%;18,76%;0.95;17,78%;18,03%;496.44;6375910000.0;0.73;15,84%;3.40;18.86
539;EALT3;10.3;6.86;1.0;0.486;3,33%;0.422;21.84;4.9;-2.07;7.28;5.12;9,92%;7,08%;1.05;9,39%;14,61%;5003.56;231271000.0;0.51;17,38%;1.50;10.28
540;BLAU3;12.11;6.86;1.1;1.607;3,49%;0.707;1.88;7.4;4.16;7.84;7.07;21,72%;23,17%;3.44;12,23%;16,03%;4647640.0;1974820000.0;0.31;9,37%;1.76;11.01
541;MDNE3;12.69;6.91;0.8;0.936;0,00%;0.313;1.33;5.2;-1.52;5.37;5.18;18,02%;13,52%;2.39;6,88%;11,62%;6031960.0;1341350000.0;0.25;28,65%;1.84;15.80
542;CEBR5;18.7;6.92;1.29;4.657;14,18%;0.922;2.1;18.81;2.21;9.38;8.39;24,76%;80,86%;6.09;9,22%;18,63%;153121.0;1045450000.0;0.0;-44,74%;2.70;14.50
543;VALE3;61.23;6.96;1.46;1.336;11,41%;0.61;14.19;3.26;-1.66;3.84;3.26;40,99%;19,49%;1.28;20,67%;20,91%;1951640000.0;190965000000.0;0.35;7,85%;8.80;42.07
544;CIEL3;5.35;6.97;1.19;2.247;5,30%;0.126;2.23;10.39;4.6;6.05;4.41;21,63%;32,26%;1.07;19,34%;17,02%;157784000.0;12258800000.0;0.63;-8,03%;0.77;4.51
545;CEBR3;18.88;6.99;1.3;4.702;14,04%;0.931;2.12;18.99;2.23;9.56;8.55;24,76%;80,86%;6.09;9,22%;18,63%;108827.0;1045450000.0;0.0;-44,74%;2.70;14.50
546;ROMI3;12.92;6.99;0.98;0.934;6,30%;0.502;1.48;10.12;3.95;14.27;9.55;9,23%;13,41%;2.23;6,00%;14,03%;3324420.0;1169510000.0;0.67;15,45%;1.85;13.18
547;BRSR3;14.87;6.99;0.63;0.0;6,17%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,01%;141721.0;9662090000.0;0.0;2,57%;2.13;23.63
548;BRSR6;15.08;7.09;0.64;0.0;6,08%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,01%;19036500.0;9662090000.0;0.0;2,57%;2.13;23.63
549;MTRE3;5.8;7.1;0.63;0.673;13,09%;0.283;0.55;11.85;0.96;21.93;19.08;5,68%;9,43%;2.65;2,57%;8,85%;9732120.0;976846000.0;0.63;32,44%;0.82;9.24
550;VLID3;18.51;7.1;1.17;0.672;5,17%;0.595;2.11;3.27;28.54;3.86;3.06;20,53%;9,34%;2.3;23,84%;16,43%;8851130.0;1298460000.0;0.55;2,03%;2.61;15.87
551;CEBR6;19.25;7.12;1.33;4.794;15,15%;0.949;2.16;19.36;2.28;9.93;8.88;24,76%;80,86%;6.09;9,22%;18,63%;178179.0;1045450000.0;0.0;-44,74%;2.70;14.50
552;MRSA6B;24.48;7.2;1.3;1.35;2,64%;0.539;-53.79;3.58;-1.31;4.84;4.84;37,71%;18,76%;0.95;17,78%;18,03%;672.93;6375910000.0;0.73;15,84%;3.40;18.86
553;MRSA6B;24.48;7.2;1.3;1.35;2,64%;0.539;-53.79;3.58;-1.31;4.84;4.84;37,71%;18,76%;0.95;17,78%;18,03%;672.93;6375910000.0;0.73;15,84%;3.40;18.86
554;MSPA4;37.0;7.2;0.28;1.231;0,17%;0.166;4.85;-24.52;-0.51;-33.63;39.65;-5,02%;17,10%;1.56;-0,71%;3,94%;3256.1;834081000.0;0.17;14,88%;5.14;130.22
555;CPFE3;33.67;7.23;2.13;0.971;8,57%;0.526;-12.66;3.6;-1.04;5.4;4.59;27,01%;13,98%;0.85;16,65%;29,54%;73541800.0;18172700000.0;1.38;10,03%;4.66;15.77
556;CSRN6;25.35;7.26;2.76;1.178;10,87%;0.753;-73.46;4.63;-1.56;7.17;6.06;25,43%;16,22%;0.96;18,43%;37,97%;312.39;1546000000.0;1.75;9,21%;3.49;9.20
557;DEXP3;12.39;7.3;1.69;0.647;3,15%;0.82;1.83;5.7;3.46;5.1;4.46;11,34%;10,61%;3.17;22,52%;23,11%;940770.0;690501000.0;0.42;28,46%;1.70;7.34
558;KEPL3;10.35;7.32;2.56;1.23;8,30%;1.264;4.97;7.06;7.85;6.46;5.7;17,42%;16,81%;1.62;26,46%;35,01%;10523700.0;726203000.0;0.27;33,64%;1.41;4.04
559;GEPA4;26.5;7.33;0.0;1.798;7,46%;0.0;0.0;5.06;0.0;5.06;3.69;35,54%;24,54%;0.0;0,00%;0,00%;22857.0;0.0;0.0;-0,44%;3.62;0.00
560;EALT4;11.0;7.33;1.07;0.519;3,43%;0.451;23.32;5.23;-2.21;7.61;5.36;9,92%;7,08%;1.05;9,39%;14,61%;63564.2;231271000.0;0.51;17,38%;1.50;10.28
561;PINE3;6.4;7.39;1.36;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;18,37%;29275.0;984479000.0;0.0;49,00%;0.87;4.71
562;TKNO4;68.0;7.48;0.71;0.77;6,43%;0.565;1.49;7.81;1.66;6.03;4.78;9,86%;10,30%;3.23;9,38%;9,55%;1667.41;280762000.0;0.01;20,09%;9.10;95.24
563;FIGE4;38.01;7.48;0.56;0.0;0,11%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;7,50%;0.0;160202000.0;0.0;18,15%;5.08;67.77
564;ELPL3;49.32;7.48;3.45;0.506;0,00%;0.34;-6.31;2.8;-0.52;4.69;3.69;18,05%;6,76%;0.82;13,64%;46,11%;0.0;2822920000.0;2.49;7,58%;6.59;14.30
565;GEPA3;27.2;7.52;0.0;1.845;7,27%;0.0;0.0;5.19;0.0;5.19;3.78;35,54%;24,54%;0.0;0,00%;0,00%;916.51;0.0;0.0;-0,44%;3.62;0.00
566;ODER4;100.0;7.52;2.27;1.092;2,87%;1.282;2.61;7.57;4.59;8.39;7.75;14,43%;14,52%;3.21;18,81%;30,11%;0.0;498120000.0;0.32;24,75%;13.29;44.13
567;GETT4;2.4;7.55;1.24;1.336;0,00%;0.081;3.13;6.04;3.36;6.86;4.78;22,13%;17,66%;1.03;1,36%;16,41%;0.0;3618060000.0;0.34;0,00%;0.32;1.94
568;GETT3;2.4;7.55;1.24;1.336;0,00%;0.081;3.13;6.04;3.36;6.86;4.78;22,13%;17,66%;1.03;1,36%;16,41%;0.0;3618060000.0;0.34;0,00%;0.32;1.94
569;DEXP4;12.84;7.57;1.75;0.67;3,85%;0.85;1.9;5.91;3.59;5.31;4.64;11,34%;10,61%;3.17;22,52%;23,11%;21253.2;690501000.0;0.42;28,46%;1.70;7.34
570;TASA4;13.86;7.59;1.58;0.895;10,07%;0.809;3.6;5.85;8.23;7.05;6.34;15,30%;11,80%;1.62;15,67%;20,87%;4047690.0;1108070000.0;0.45;23,02%;1.83;8.75
571;TASA3;13.9;7.61;1.59;0.898;10,04%;0.811;3.61;5.87;8.25;7.07;6.36;15,30%;11,80%;1.62;15,67%;20,87%;193385.0;1108070000.0;0.45;23,02%;1.83;8.75
572;TRPL3;32.84;7.62;1.24;3.481;6,71%;0.603;6.12;6.26;-1.78;8.43;8.37;55,58%;46,53%;2.45;10,17%;16,35%;97042.7;17380100000.0;0.53;17,96%;4.31;26.38
573;DPPI4;38.9;7.62;2.28;-0.665;0,00%;1.718;3.98;87.28;4.46;73.74;73.74;-0,76%;-5,04%;3.14;3,00%;29,97%;0.0;545227000.0;0.06;15,14%;5.11;17.04
574;ALLL3;3.97;7.65;0.46;0.699;0,00%;0.149;1.29;2.22;-0.34;5.88;3.61;31,40%;9,14%;1.99;7,93%;6,04%;0.0;15936700000.0;1.2;11,29%;0.52;8.59
575;CCTU4;37.28;7.65;0.92;0.307;0,00%;0.405;2.29;14.56;-28.32;21.77;21.77;2,10%;4,00%;1.48;2,96%;12,07%;0.0;82550000.0;0.48;12,54%;4.87;40.35
576;BMKS3;368.8;7.69;0.82;10.473;15,67%;0.714;0.97;-26.31;1.14;-1.63;-1.66;-39,80%;136,18%;36.3;-9,01%;10,66%;11955.3;204650000.0;0.03;-3,34%;47.95;450.03
577;BEES3;9.1;7.76;1.3;0.0;7,23%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;16,72%;110373.0;2216350000.0;0.0;12,80%;1.17;7.02
578;CSRN5;27.4;7.85;2.98;1.273;10,06%;0.814;-79.4;5.01;-1.69;7.55;6.37;25,43%;16,22%;0.96;18,43%;37,97%;396.12;1546000000.0;1.75;9,21%;3.49;9.20
579;EQPA5;7.5;7.85;3.72;1.663;1,98%;1.155;10.64;5.31;-3.31;6.45;5.67;31,32%;21,18%;1.47;26,83%;47,39%;1450.05;4452730000.0;1.16;17,91%;0.96;2.02
580;WLMM3;22.81;7.86;1.24;0.393;4,49%;1.006;2.3;6.51;2.7;5.79;5.59;6,03%;4,99%;4.54;18,34%;15,77%;3273.12;669898000.0;0.01;22,65%;2.90;18.40
581;EQPA7;7.51;7.86;3.73;1.665;1,98%;1.157;10.65;5.32;-3.31;6.46;5.68;31,32%;21,18%;1.47;26,83%;47,39%;3170.46;4452730000.0;1.16;17,91%;0.96;2.02
582;POMO3;5.69;7.92;1.82;0.967;6,88%;0.812;2.67;7.18;14.74;8.17;7.02;13,46%;12,13%;2.02;15,99%;23,02%;3515430.0;3545660000.0;0.68;13,73%;0.72;3.12
583;GOLL4;2.02;7.96;-0.04;0.046;0,00%;0.049;-0.08;0.4;-0.02;4.92;2.73;11,41%;0,58%;0.25;14,87%;-0,48%;62086500.0;-22029000000.0;-0.47;12,09%;0.25;-52.54
584;ITSA3;10.67;7.98;1.38;14.862;7,79%;1.072;22.12;121.37;-17.45;124.48;58.26;12,25%;193,30%;1.65;0,97%;17,31%;1485000.0;79738000000.0;0.14;14,42%;1.34;7.72
585;CSRN3;27.89;7.99;3.03;1.296;8,98%;0.828;-80.82;5.1;-1.72;7.64;6.45;25,43%;16,22%;0.96;18,43%;37,97%;3528.41;1546000000.0;1.75;9,21%;3.49;9.20
586;ITSA4;10.7;8.0;1.39;14.904;7,77%;1.075;22.19;121.71;-17.5;124.82;58.42;12,25%;193,30%;1.65;0,97%;17,31%;205538000.0;79738000000.0;0.14;14,42%;1.34;7.72
587;LEVE4;44.49;8.06;6.62;1.39;0,00%;2.153;9.83;7.43;-28.02;8.1;7.19;18,71%;17,23%;1.58;38,76%;82,19%;0.0;910379000.0;0.98;17,89%;5.52;6.72
588;WSON33;67.0;8.07;0.98;1.067;0,00%;0.4;13.41;2.42;-0.89;5.08;5.08;44,14%;13,58%;1.26;18,36%;12,17%;0.0;2148530000.0;1.21;5,23%;8.30;68.21
589;CALI3;21.02;8.08;2.52;0.817;2,13%;0.358;55.59;13.13;-0.52;19.35;17.31;6,22%;10,11%;1.04;2,87%;31,19%;1309.66;31030000.0;1.44;120,68%;2.60;8.34
590;CMET4;3.91;8.1;5.38;3.068;0,00%;3.136;9.47;5.72;27.2;5.34;5.34;53,63%;43,03%;2.64;81,40%;66,40%;0.0;2847970000.0;0.18;30,18%;0.48;0.73
591;RDTR3;6.3;8.11;1.37;0.0;0,00%;1.32;0.0;-1919.75;0.0;-1897.05;-219.41;0,00%;0,00%;0.0;0,00%;16,95%;0.0;497092000.0;0.0;0,00%;0.78;4.58
592;LAVV3;9.44;8.14;1.48;2.085;5,10%;0.849;1.36;10.0;2.02;9.16;9.12;20,85%;27,30%;4.93;10,33%;18,18%;5688480.0;1272990000.0;0.17;42,10%;1.16;6.38
593;FESA4;8.82;8.14;0.98;1.28;7,77%;0.758;2.87;8.28;4.69;6.86;4.36;15,45%;15,72%;3.17;11,92%;11,99%;6311460.0;3190100000.0;0.09;21,50%;1.08;9.03
594;PLAS3;9.51;8.22;-0.33;0.129;0,00%;0.177;-0.46;-4.43;-0.14;-15.13;14.88;-2,91%;1,57%;0.43;-4,65%;-4,02%;5330.39;-357440000.0;-0.83;29,08%;1.16;-28.77
595;MRSA3B;28.0;8.23;1.48;1.544;0,00%;0.616;-61.53;4.09;-1.5;5.35;5.35;37,71%;18,76%;0.95;17,78%;18,03%;2894.61;6375910000.0;0.73;15,84%;3.40;18.86
596;MRSA3B;28.0;8.23;1.48;1.544;0,00%;0.616;-61.53;4.09;-1.5;5.35;5.35;37,71%;18,76%;0.95;17,78%;18,03%;2894.61;6375910000.0;0.73;15,84%;3.40;18.86
597;UNIP3;61.48;8.24;2.27;1.122;5,15%;1.03;5.02;5.0;-8.96;4.79;4.02;22,46%;13,68%;1.92;29,80%;27,61%;524940.0;2808340000.0;0.47;21,79%;7.47;27.04
598;JHSF3;4.35;8.25;0.59;1.964;9,58%;0.275;1.49;6.39;-1.28;11.93;10.57;30,73%;23,92%;2.85;4,52%;7,10%;13065400.0;5040500000.0;0.61;29,74%;0.53;7.42
599;BBSE3;32.88;8.27;6.7;0.0;8,73%;3.599;0.0;7.38;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;80,96%;166863000.0;9816480000.0;0.0;0,00%;3.97;4.91
600;CPRE3;18.23;8.36;1.81;3.001;0,00%;0.893;-4.97;4.98;-2.83;4.79;3.89;60,28%;36,52%;0.5;20,62%;21,64%;0.0;5981260000.0;0.17;20,90%;2.18;10.07
601;MSPA3;43.0;8.37;0.33;1.431;0,13%;0.193;5.64;-28.5;-0.6;-37.61;44.34;-5,02%;17,10%;1.56;-0,71%;3,94%;1208.29;834081000.0;0.17;14,88%;5.14;130.22
602;EKTR4;42.0;8.38;2.71;0.935;10,10%;0.749;16.11;3.88;-1.72;6.17;5.25;24,13%;11,16%;1.19;22,46%;32,38%;13085.4;2999000000.0;1.84;7,32%;5.01;15.48
603;BEES4;9.86;8.4;1.41;0.0;6,68%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;16,72%;39279.4;2216350000.0;0.0;12,80%;1.17;7.02
604;USIM3;9.35;8.42;0.49;0.424;3,20%;0.292;0.94;17.93;2.71;17.78;6.77;2,36%;5,94%;3.25;2,07%;5,83%;14203900.0;23855600000.0;0.25;21,31%;1.11;19.04
605;PRIO3;48.92;8.42;3.14;3.666;0,15%;1.541;23.83;6.15;-4.78;7.17;5.56;59,57%;43,51%;1.53;28,21%;37,32%;390505000.0;13878300000.0;0.69;67,63%;5.81;15.56
606;EQPA3;8.05;8.43;3.99;1.785;1,85%;1.24;11.42;5.7;-3.55;6.84;6.01;31,32%;21,18%;1.47;26,83%;47,39%;33632.9;4452730000.0;1.16;17,91%;0.96;2.02
607;AGIN3;5.29;8.46;1.23;1.816;0,00%;0.565;1.29;10.92;3.55;14.68;14.68;16,63%;21,83%;2.72;5,59%;14,56%;0.0;1028210000.0;0.55;44,17%;0.63;4.30
608;AELP3;1.93;8.49;-200.57;-0.062;0,00%;5.216;0.0;-12.58;0.0;-11.94;-11.98;0,49%;-0,73%;0.0;0,00%;-2.363,83%;0.0;-904000.0;0.0;1,18%;0.23;-0.01
609;CPSL3;38.02;8.56;3.49;0.787;0,00%;2.043;7.39;5.79;11.84;5.48;5.48;13,59%;9,20%;1.89;57,15%;40,82%;0.0;1634730000.0;0.17;16,21%;4.44;10.88
610;COCE6;35.0;8.64;0.65;0.316;0,00%;0.208;-1.21;1.97;-0.45;6.08;4.36;16,00%;3,66%;0.56;11,86%;7,53%;0.0;4191150000.0;1.4;14,15%;4.05;53.83
611;BRSR5;18.4;8.65;0.78;0.0;5,07%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,01%;225.05;9662090000.0;0.0;2,57%;2.13;23.63
612;TMGC12;550.0;8.71;1.12;0.8;0,00%;0.77;4.66;12.27;8.22;10.94;10.94;6,52%;9,18%;1.69;8,73%;12,83%;0.0;1167010000.0;0.05;10,49%;63.11;491.99
613;UNIP5;65.11;8.72;2.41;1.189;5,45%;1.091;5.32;5.29;-9.49;5.09;4.26;22,46%;13,68%;1.92;29,80%;27,61%;8013.39;2808340000.0;0.47;21,79%;7.47;27.04
614;ALLD3;7.12;8.72;0.43;0.115;13,56%;0.192;0.66;3.7;1.36;5.1;3.7;3,10%;1,31%;1.73;8,45%;4,90%;169964.0;1552720000.0;0.38;0,44%;0.82;16.66
615;ACES4;94.73;8.74;2.27;1.683;0,00%;1.43;6.37;7.16;20.65;6.5;6.5;23,52%;19,27%;2.05;26,90%;25,95%;0.0;3105800000.0;0.09;13,34%;10.84;41.79
616;ITUB3;29.77;8.74;1.6;0.0;8,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;18,29%;16406100.0;182505000000.0;0.0;50,81%;3.41;18.62
617;NTCO3;18.75;8.74;1.13;0.973;0,00%;0.608;4.67;14.28;-7.15;13.37;7.14;6,81%;11,13%;1.54;6,14%;12,87%;167898000.0;23103200000.0;0.26;12,93%;2.14;16.66
618;PSSA3;30.68;8.75;1.6;0.612;4,60%;0.448;6.41;0.74;-3.75;0.29;0.29;82,58%;7,15%;1.13;83,01%;18,25%;53235900.0;12415300000.0;0.0;16,93%;3.50;19.20
619;DXCO3;8.44;8.77;1.08;0.938;2,55%;0.386;3.22;7.31;-1.23;11.72;5.25;12,84%;10,99%;1.6;6,79%;12,33%;25102900.0;6403610000.0;1.09;12,10%;0.96;7.80
620;ACES3;95.27;8.79;2.28;1.693;0,00%;1.438;6.4;7.2;20.77;6.54;6.54;23,52%;19,27%;2.05;26,90%;25,95%;0.0;3105800000.0;0.09;13,34%;10.84;41.79
621;TAEE3;11.65;8.8;1.8;3.581;6,41%;0.619;6.87;6.31;-1.3;10.71;10.61;56,74%;40,68%;2.0;10,61%;20,48%;1437030.0;6679310000.0;1.45;9,93%;1.32;6.46
622;BBDC3;12.6;8.87;0.83;0.0;8,04%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,38%;116488000.0;161182000000.0;0.0;-10,28%;1.42;15.15
