;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
890;ELET6;48.45;34.91;0.99;3.172;3,08%;0.404;4.12;10.65;-1.06;14.38;10.71;29,78%;8,58%;1.88;4,33%;2,83%;59254900.0;113118000000.0;0.63;19,38%;1.39;49.03
891;CTIP3;49.5;35.13;8.76;8.248;0,00%;3.774;-71.28;21.15;-14.32;21.42;18.26;38,99%;23,48%;0.85;24,63%;24,94%;0.0;1486250000.0;0.67;13,43%;1.41;5.65
892;BRGE11;14.0;35.17;0.78;290.026;2,92%;0.345;0.9;-1.48;1.75;0.81;0.82;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;5777.88;1324180000.0;0.0;-45,61%;0.40;17.98
893;PEAB3;42.0;35.19;1.15;15.923;0,48%;0.907;3.21;85.18;9.52;72.86;48.03;18,69%;45,24%;12.49;1,44%;3,27%;3253.83;690575000.0;0.16;-41,46%;1.19;36.52
894;TNLP3;27.75;35.39;0.96;0.468;0,00%;0.17;1.76;4.63;-0.45;10.31;10.31;10,12%;-0,07%;1.48;4,58%;2,72%;0.0;13736000000.0;2.02;15,39%;0.78;28.82
895;YDUQ3;21.56;35.43;2.06;1.328;1,28%;0.68;7.65;8.2;-1.67;13.32;6.86;16,20%;3,80%;1.52;9,69%;5,81%;65767900.0;3239030000.0;1.65;8,98%;0.61;10.48
896;VIGR3;25.0;36.57;2.55;0.763;0,00%;0.899;11.45;12.39;-5.02;15.2;22.95;6,16%;2,28%;1.26;9,06%;6,98%;0.0;1593560000.0;0.84;54,72%;0.68;9.79
897;PARD3;20.25;36.76;5.3;2.565;5,22%;2.095;-54.06;17.52;-8.62;18.12;11.99;14,64%;7,00%;0.9;15,26%;14,42%;0.0;1019310000.0;0.53;15,97%;0.55;3.82
898;ELMD3;15.37;36.94;2.69;2.456;0,00%;0.916;76.07;12.9;-2.89;16.36;8.95;19,04%;9,36%;1.05;9,26%;7,28%;919603.0;800087000.0;1.23;58,67%;0.42;5.72
899;PEAB4;45.37;38.02;1.24;17.2;0,49%;0.979;3.47;92.02;10.28;79.7;52.53;18,69%;45,24%;12.49;1,44%;3,27%;8913.27;690575000.0;0.16;-41,46%;1.19;36.52
900;CGAS3;101.99;38.42;30.42;0.849;3,09%;0.965;54.83;4.69;-1.65;6.56;5.5;18,08%;2,21%;1.05;27,71%;79,18%;10084.5;444316000.0;17.38;20,06%;2.65;3.35
901;ALSC3;27.75;38.57;2.2;10.717;0,95%;1.202;9.41;19.33;-4.22;17.49;14.08;55,45%;29,30%;5.39;7,03%;5,69%;0.0;2593960000.0;0.0;2,34%;0.72;12.64
902;CRIV3;6.95;38.94;0.68;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,74%;48445.8;1058750000.0;0.0;-0,10%;0.18;10.28
903;CRIV4;7.0;39.22;0.68;0.0;6,94%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,74%;310510.0;1058750000.0;0.0;-0,10%;0.18;10.28
904;RHDS3;0.11;39.98;3.24;0.548;0,00%;0.79;-65.29;7.49;-2.7;10.7;8.06;7,31%;1,17%;0.97;11,80%;8,12%;0.0;272045000.0;1.49;4,38%;0.00;0.03
905;RPAD5;7.86;40.21;0.61;0.0;7,76%;0.608;13.13;-96.44;13.16;-87.67;-87.67;0,00%;0,00%;5.3;-0,67%;1,53%;18787.1;1082830000.0;0.0;-65,36%;0.20;12.79
906;RAIA3;30.5;41.22;2.98;0.897;0,00%;1.777;4.31;18.18;5.06;16.73;16.73;4,93%;2,18%;2.2;17,80%;7,22%;0.0;635785000.0;0.12;0,00%;0.74;10.25
907;CGAS5;110.0;41.44;32.81;0.915;3,16%;1.041;59.14;5.06;-1.78;6.93;5.81;18,08%;2,21%;1.05;27,71%;79,18%;184996.0;444316000.0;17.38;20,06%;2.65;3.35
908;IMCH3;6.39;41.83;0.59;0.336;0,00%;0.289;-9.49;12.28;-0.78;21.16;6.62;2,73%;0,80%;0.82;2,55%;1,40%;0.0;920589000.0;0.51;21,04%;0.15;10.90
909;RAIL3;22.17;42.73;2.58;3.901;0,30%;0.834;7.22;12.42;-1.89;16.08;9.86;31,40%;9,14%;1.99;7,93%;6,04%;229421000.0;15936700000.0;1.2;11,29%;0.52;8.59
910;JBSS3;23.26;42.78;1.23;0.143;4,30%;0.241;1.46;-0.95;-0.62;-2.43;-3.0;-15,10%;0,35%;1.7;-34,43%;2,87%;128000000.0;41972500000.0;2.58;17,85%;0.54;18.92
911;RPAD3;8.39;42.92;0.66;0.0;0,00%;0.649;14.02;-102.94;14.04;-94.17;-94.17;0,00%;0,00%;5.3;-0,67%;1,53%;16632.6;1082830000.0;0.0;-65,36%;0.20;12.79
912;PTQS4;189.46;43.43;2.19;4.717;0,00%;1.577;9.89;-7214.41;-35.73;-7466.35;-7466.35;-0,07%;11,37%;3.32;-0,02%;5,04%;0.0;1714950000.0;0.24;56,13%;4.36;86.61
913;UOLL4;19.62;43.52;2.35;2.054;0,00%;1.403;457.14;15.14;-12.83;16.49;16.49;13,56%;4,69%;1.01;10,57%;5,40%;0.0;1003690000.0;0.23;21,99%;0.45;8.35
914;RADL3;27.1;44.13;7.82;1.37;1,12%;2.317;13.37;23.11;-18.59;24.46;13.41;5,93%;3,20%;1.43;13,81%;17,71%;233169000.0;5956000000.0;0.53;18,41%;0.61;3.47
915;RPAD6;8.97;45.88;0.7;0.0;0,00%;0.694;14.99;-110.06;15.01;-101.29;-101.29;0,00%;0,00%;5.3;-0,67%;1,53%;13135.4;1082830000.0;0.0;-65,36%;0.20;12.79
916;AESB3;10.41;46.75;1.39;1.826;0,00%;0.322;-11.19;6.01;-0.56;15.08;7.96;30,36%;9,71%;0.83;6,10%;2,97%;29564000.0;4518970000.0;2.54;32,49%;0.22;7.51
917;PATI3;27.7;49.41;0.79;0.353;1,74%;0.424;0.94;12.14;1.51;11.64;9.38;2,90%;0,71%;2.54;6,19%;1,60%;2697.73;840564000.0;0.48;17,91%;0.56;35.12
918;HBSA3;3.51;50.26;1.68;1.329;0,00%;0.416;3.24;5.8;-0.78;13.52;7.6;22,93%;2,64%;2.44;8,40%;3,35%;14903800.0;1585400000.0;2.75;10,94%;0.07;2.09
919;PLTO6;10.47;50.81;692616.0;0.69;0,00%;0.901;2.9;55.05;-1.55;56.35;56.35;1,25%;1,36%;3.87;1,74%;1.363.200,00%;0.0;1000.0;21227.0;8,78%;0.21;0.00
920;MERC4;7.93;51.6;0.59;0.0;12,35%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,15%;5647.85;241486000.0;0.0;-18,06%;0.15;13.41
921;SULA11;22.25;52.23;1.13;0.432;0,27%;0.314;0.85;-13.07;-4.6;6.62;8.51;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.43;19.64
922;SULA3;7.43;52.32;1.13;0.433;0,27%;0.314;0.85;-13.09;-4.61;6.59;8.48;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.14;6.55
923;FLCL6;9.91;52.78;12.17;3.431;0,00%;2.38;44.51;23.51;-5.03;27.16;20.87;14,59%;6,50%;1.19;12,28%;23,06%;0.0;366948000.0;2.48;-0,86%;0.19;0.81
924;PLTO5;10.94;53.09;723708.0;0.721;0,00%;0.942;3.03;57.52;-1.62;58.82;58.82;1,25%;1,36%;3.87;1,74%;1.363.200,00%;0.0;1000.0;21227.0;8,78%;0.21;0.00
925;FFTL3;25.0;53.22;2.26;3.41;0,00%;1.508;23.71;20.9;-15.54;20.55;20.55;16,32%;8,16%;1.37;8,91%;4,24%;0.0;6274030000.0;0.07;7,79%;0.47;11.08
926;FFTL4;25.06;53.34;2.26;3.418;0,00%;1.512;23.77;20.95;-15.58;20.6;20.6;16,32%;8,16%;1.37;8,91%;4,24%;0.0;6274030000.0;0.07;7,79%;0.47;11.08
927;PATI4;30.0;53.51;0.85;0.382;7,03%;0.459;1.02;13.15;1.63;12.65;10.19;2,90%;0,71%;2.54;6,19%;1,60%;1624.39;840564000.0;0.48;17,91%;0.56;35.12
928;SULA4;7.63;53.73;1.17;0.444;0,26%;0.323;0.88;-13.45;-4.73;6.24;8.02;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.14;6.55
929;JOPA4;35.0;54.68;0.65;0.174;2,58%;0.157;0.41;4.21;2.53;10.9;9.3;4,14%;0,65%;2.07;5,64%;1,19%;170.73;570576000.0;2.19;16,28%;0.64;53.92
930;BSEV3;9.0;56.31;-10.76;0.889;0,00%;0.776;-1.59;4.4;-1.02;7.59;3.7;20,19%;1,58%;0.39;20,66%;-19,12%;0.0;-853187000.0;-8.95;7,12%;0.16;-0.84
931;GVTT3;57.7;57.38;3.68;4.312;0,00%;2.268;21.82;25.92;-18.43;26.65;26.65;16,64%;7,52%;1.66;10,32%;6,42%;0.0;2150790000.0;0.24;31,47%;1.01;15.67
932;LJQQ3;5.8;57.49;2.12;0.472;2,79%;0.342;1.24;23.24;-2.04;22.61;6.34;2,03%;0,82%;1.7;2,05%;3,69%;14254600.0;533802000.0;0.94;16,34%;0.10;2.74
933;CSAB3;30.5;58.43;1.11;312.32;1,97%;0.566;0.0;18.86;0.0;0.0;0.0;1.656,27%;534,53%;0.0;0,00%;1,89%;0.0;211654000.0;0.0;-17,83%;0.52;27.56
934;APER3;42.89;59.06;1.83;2.95;0,72%;1.066;-49.06;14.72;-5.01;14.53;10.49;20,04%;4,96%;0.9;7,96%;3,10%;286266.0;477848000.0;0.11;37,78%;0.73;23.43
935;AEDU3;18.35;59.34;3.32;4.141;0,00%;2.159;17.0;41.06;-21.55;43.27;29.01;10,08%;6,98%;2.04;5,77%;5,60%;0.0;2415400000.0;0.3;20,90%;0.31;5.53
936;ENEV3;12.46;59.5;1.53;2.039;0,00%;0.403;11.22;8.79;-0.88;15.94;9.36;23,20%;3,62%;1.18;5,64%;2,56%;89962300.0;12943500000.0;1.83;35,90%;0.21;8.17
937;FLCL3;11.5;61.24;14.13;3.981;0,00%;2.761;51.65;27.28;-5.83;30.93;23.77;14,59%;6,50%;1.19;12,28%;23,06%;0.0;366948000.0;2.48;-0,86%;0.19;0.81
938;SUBA3;84.0;61.95;8.39;8.067;0,00%;6.778;8.03;115.78;8.09;106.17;106.17;6,97%;13,02%;5.55;19,11%;13,54%;0.0;530396000.0;0.0;0,00%;1.36;10.01
939;MYPK3;13.29;66.47;0.55;0.137;2,93%;0.141;0.71;2.72;-0.7;7.79;4.79;5,02%;0,71%;1.63;7,77%;0,83%;11624000.0;3693630000.0;1.83;15,74%;0.20;24.03
940;FLCL5;12.5;66.57;15.35;4.327;0,00%;3.002;56.15;29.65;-6.34;33.3;25.59;14,59%;6,50%;1.19;12,28%;23,06%;0.0;366948000.0;2.48;-0,86%;0.19;0.81
941;BRIV4;12.48;69.74;0.66;0.0;5,24%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,95%;239647.0;1671490000.0;0.0;-44,72%;0.18;18.87
942;VSTE3;13.99;70.02;1.54;1.437;0,82%;0.965;7.4;29.83;-16.8;34.81;8.36;4,82%;2,05%;1.7;3,55%;2,21%;99772.1;1032690000.0;0.3;9,19%;0.20;9.06
943;LOGN3;39.75;70.8;4.53;1.82;0,00%;1.176;10.8;16.02;-2.71;20.03;10.78;11,36%;2,57%;1.55;8,94%;6,40%;904458.0;939015000.0;1.73;24,67%;0.56;8.77
944;ELET5;99.0;71.34;2.02;6.481;0,00%;0.825;8.42;21.77;-2.16;25.5;18.98;29,78%;8,58%;1.88;4,33%;2,83%;1141.46;113118000000.0;0.63;19,38%;1.39;49.03
945;BRIV3;12.82;71.64;0.68;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,95%;46459.3;1671490000.0;0.0;-44,72%;0.18;18.87
946;DAGB33;375.0;71.75;1.6;0.64;0,00%;0.51;15.24;11.87;-1.27;19.35;30.65;5,39%;1,67%;1.17;4,96%;2,24%;0.0;12597300000.0;1.18;32,08%;5.23;233.84
947;CTPC3;0.2;76.36;1.08;0.0;0,00%;0.097;0.0;-16.86;0.0;-18.75;-18.75;0,00%;0,00%;0.0;0,00%;1,41%;0.0;2411000.0;0.0;-6,10%;0.00;0.19
948;RLOG3;23.08;82.76;4.26;1.534;0,00%;0.229;1.49;5.32;-0.5;12.43;6.68;28,85%;7,07%;2.64;5,36%;5,15%;0.0;2507240000.0;9.08;8,76%;0.28;5.41
949;LCAM3;24.15;84.38;4.08;7.851;0,00%;3.0;19.26;27.34;-71.97;27.76;17.96;28,71%;9,30%;3.29;12,94%;4,84%;0.0;14894300000.0;0.21;20,35%;0.29;5.91
950;SRNA3;8.85;87.7;1.06;1.814;0,00%;0.294;-2.62;6.52;-0.5;17.32;11.11;27,82%;2,05%;0.54;4,85%;1,21%;11378200.0;5206790000.0;1.93;257,01%;0.10;8.36
951;NINJ3;5.17;87.89;0.92;4.321;0,00%;0.863;0.98;-9.7;0.98;0.51;0.56;-44,53%;4,92%;16.07;-131,11%;1,05%;476332.0;285195000.0;0.0;3,33%;0.06;5.61
952;IRBR3;40.6;88.77;0.8;0.516;0,00%;0.154;0.0;-6.06;0.0;0.0;0.0;-8,51%;0,58%;0.0;0,00%;0,90%;70495700.0;4169510000.0;0.0;0,00%;0.46;50.69
953;DTCY3;5.63;92.02;-37.87;7.988;0,00%;8.917;-47.01;-21.48;-9.07;-21.69;-105.12;-37,20%;8,68%;0.57;-45,04%;-41,15%;1372.32;-1655000.0;-0.61;-16,58%;0.06;-0.15
954;CSAB4;48.97;93.81;1.78;501.453;1,35%;0.909;0.0;30.28;0.0;0.0;0.0;1.656,27%;534,53%;0.0;0,00%;1,89%;0.0;211654000.0;0.0;-17,83%;0.52;27.56
955;NGRD3;1.08;98.64;0.57;0.961;1,37%;0.396;1.42;40.02;4.52;15.88;3.38;2,40%;0,38%;3.39;1,43%;0,58%;525066.0;449942000.0;0.05;7,69%;0.01;1.89
956;MERC3;15.28;99.42;1.14;0.0;3,15%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,15%;0.0;241486000.0;0.0;-18,06%;0.15;13.41
957;ROMI4;185.0;100.04;14.04;13.376;0,00%;7.193;21.25;144.85;56.57;149.0;99.7;9,23%;13,41%;2.23;6,00%;14,03%;0.0;1169510000.0;0.67;15,45%;1.85;13.18
958;JALL3;7.28;101.59;1.07;1.318;5,90%;0.328;1.18;20.7;-1.03;48.02;6.27;6,37%;1,30%;3.88;1,94%;1,05%;3874000.0;2072120000.0;1.94;9,80%;0.07;6.83
959;HGTX3;37.5;101.99;3.57;4.178;0,00%;2.48;7.5;105.87;9.93;106.77;42.5;3,95%;4,10%;2.47;3,00%;3,51%;0.0;1704940000.0;0.12;-4,62%;0.37;10.49
960;PQUN4;15.44;104.31;1.88;0.545;0,00%;0.523;7.57;19.5;-0.97;40.25;40.25;2,80%;0,52%;1.61;3,02%;1,81%;0.0;858692000.0;2.28;5,19%;0.15;8.20
961;PQUN3;15.44;104.31;1.88;0.545;0,00%;0.523;7.57;19.5;-0.97;40.25;40.25;2,80%;0,52%;1.61;3,02%;1,81%;0.0;858692000.0;2.28;5,19%;0.15;8.20
962;TMAR6;42.01;112.59;0.71;0.519;0,00%;0.181;1.49;4.04;-0.5;8.29;3.21;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
963;TMAR5;42.67;114.35;0.72;0.527;0,00%;0.184;1.51;4.1;-0.51;8.35;3.24;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
964;NETC3;38.5;123.1;2.12;1.29;0,00%;1.074;-33.02;10.82;-2.96;12.15;5.27;11,93%;1,55%;0.8;10,95%;1,72%;0.0;6812390000.0;0.28;66,63%;0.31;18.18
965;PETZ3;4.46;126.18;1.14;0.65;0,38%;0.516;3.33;11.57;-2.55;11.62;4.13;5,62%;0,52%;1.81;5,64%;0,90%;59351800.0;1808890000.0;0.24;35,22%;0.04;3.91
966;NETC4;40.0;127.89;2.2;1.34;0,00%;1.116;-34.31;11.24;-3.08;12.57;5.45;11,93%;1,55%;0.8;10,95%;1,72%;0.0;6812390000.0;0.28;66,63%;0.31;18.18
967;SIMH3;7.92;133.15;1.98;0.225;0,24%;0.11;0.83;1.22;-0.19;7.04;4.82;18,50%;1,15%;1.75;11,16%;1,48%;21055800.0;3498440000.0;11.75;57,38%;0.06;4.01
968;MLFT4;22.39;154.61;11.28;40.712;0,00%;6.046;45.22;78.62;-28.15;81.57;63.19;51,78%;26,70%;2.16;9,71%;7,29%;0.0;4177320000.0;0.81;13,43%;0.14;1.99
969;MYPK4;31.79;159.01;1.32;0.327;0,00%;0.336;1.69;6.51;-1.67;11.58;7.12;5,02%;0,71%;1.63;7,77%;0,83%;0.0;3693630000.0;1.83;15,74%;0.20;24.03
970;TMAR3;62.0;166.16;1.04;0.765;0,00%;0.268;2.2;5.96;-0.74;10.21;3.96;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
971;CASN3;10.45;178.97;5.4;6.821;0,19%;2.387;-34.51;42.19;-5.39;48.7;28.36;16,17%;3,81%;0.63;5,92%;3,02%;0.0;2010770000.0;0.87;13,06%;0.06;1.93
972;BIDI3;3.4;225.51;1.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.02;3.22
973;BIDI4;3.41;226.17;1.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.02;3.22
974;BIDI11;10.4;229.93;1.08;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.05;9.66
975;ELEV3;24.3;312.39;3.22;0.688;0,00%;0.954;5.75;37.19;-5.18;51.41;51.41;1,85%;0,27%;1.47;3,01%;1,03%;0.0;489356000.0;1.35;3,69%;0.08;7.55
976;RHDS4;1.0;363.45;29.5;4.977;0,00%;7.182;-593.56;68.11;-24.55;71.32;53.72;7,31%;1,17%;0.97;11,80%;8,12%;0.0;272045000.0;1.49;4,38%;0.00;0.03
977;PRBC4;14.54;490.12;39.47;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;8,05%;0.0;1200190000.0;0.0;-7,50%;0.03;0.37
978;CEPE5;40.12;498.91;1.89;0.353;0,00%;0.218;9.18;2.45;-0.35;8.5;6.35;14,40%;0,07%;1.1;10,01%;0,38%;0.0;1580000000.0;5.15;331,55%;0.08;21.18
979;CEPE6;43.0;534.72;2.03;0.379;0,00%;0.233;9.84;2.63;-0.38;8.68;6.48;14,40%;0,07%;1.1;10,01%;0,38%;0.0;1580000000.0;5.15;331,55%;0.08;21.18
980;UBBR4;7.49;610.27;1.99;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
981;UBBR11;14.75;1201.81;3.91;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
982;CEAB3;9.91;1308.23;1.01;0.455;0,00%;0.324;2.46;5.53;-1.56;6.15;2.63;8,22%;0,03%;1.39;8,47%;0,08%;31987200.0;3012720000.0;0.56;9,36%;0.01;9.77
983;UBBR3;18.0;1466.61;4.77;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
984;CEPE3;128.0;1591.72;6.04;1.127;0,00%;0.695;29.3;7.83;-1.13;13.88;10.37;14,40%;0,07%;1.1;10,01%;0,38%;0.0;1580000000.0;5.15;331,55%;0.08;21.18
985;PGMN3;2.8;6926.87;0.57;0.135;10,56%;0.169;1.21;4.02;-0.83;7.18;2.99;3,37%;0,02%;1.39;5,71%;0,01%;5259640.0;2652990000.0;0.62;15,09%;0.00;4.90
