,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
345,RZAK11,PAPÉIS,,"2.871.948,39","1,01",,"1,22 %",,,,,,,,"1,73 %",,,"819.611.417,05",,,,,,,,,49.711,,,
346,RZAT11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"697.522,82","0,89",,"0,82 %",,,,,,,,"-4,09 %",,,"370.789.959,48",,,,,,,,,36.853,,,
347,RZTR11,MISTO,,"2.417.341,21","1,04",,"1,09 %",,,,,,,,"2,17 %",,,"1.066.040.904,42",,,,,,,,,90.406,,,
348,SADI11,PAPÉIS,,"521.534,57","0,89",,"1,16 %",,,,,,,,"-2,27 %",,,"148.362.035,32",,,,,,,,,10.242,,,
349,SARE11,MISTO,,"1.559.850,75","0,53",,"0,86 %",,,,,,,,"-5,73 %",,,"872.363.282,83",,,,,,,,,45.498,,,
350,SCPF11,SHOPPINGS,,"2.338,96","0,43",,"0,38 %",,,,,,,,"0,00 %",,,"49.074.703,53",,,,,,,,,5.119,,,
351,SDIL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"1.030.917,86","1,01",,"0,76 %",,,,,,,,"2,04 %",,,"612.048.658,06",,,,,,,,,63.292,,,
352,SEED11,INDEFINIDO,,"24.849,00","1,11",,"0,77 %",,,,,,,,"0,00 %",,,"147.741.471,00",,,,,,,,,124,,,
353,SEQR11,MISTO,,"219.099,43","0,63",,"1,19 %",,,,,,,,"-8,48 %",,,"150.206.231,67",,,,,,,,,5.578,,,
354,SHOP11,SHOPPINGS,,"221,00","1,43",,N/A,,,,,,,,N/A,,,"70.555.366,04",,,,,,,,,44,,,
355,SHPH11,SHOPPINGS,,"91.331,00","0,90",,"0,47 %",,,,,,,,"0,89 %",,,"542.425.228,97",,,,,,,,,2.515,,,
356,SHSO11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"19.726.510,63",,,,,,,,,1,,,
357,SIGR11,INDEFINIDO,,"340.000,00","0,98",,"0,00 %",,,,,,,,"0,00 %",,,"39.570.920,84",,,,,,,,,52,,,
358,SNAG11,PAPÉIS,,"1.657.536,46","1,02",,"0,00 %",,,,,,,,"0,00 %",,,"302.839.682,68",,,,,,,,,58.932,,,
359,SNCI11,PAPÉIS,,"608.855,57","1,02",,"1,00 %",,,,,,,,"-0,55 %",,,"413.274.896,10",,,,,,,,,44.354,,,
360,SNFF11,FUNDO DE FUNDOS,,"307.536,96","0,95",,"0,69 %",,,,,,,,"3,62 %",,,"265.157.746,30",,,,,,,,,31.042,,,
361,SNID11,FUNDO DE DESENVOLVIMENTO,,"175.978,04",N/A,,"1,13 %",,,,,,,,"0,49 %",,,N/A,,,,,,,,,0,,,
362,SNLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"43.125,07","0,87",,"0,99 %",,,,,,,,"-12,69 %",,,"65.477.185,63",,,,,,,,,3.730,,,
363,SOLR11,IMÓVEIS COMERCIAIS - OUTROS,,"1.058,50","1,17",,"0,00 %",,,,,,,,"0,00 %",,,"60.459.364,27",,,,,,,,,52,,,
364,SPMO11,INDEFINIDO,,"239,00","0,86",,"0,00 %",,,,,,,,"0,00 %",,,"252.380.121,17",,,,,,,,,10,,,
365,SPTW11,LAJES CORPORATIVAS,,"95.353,18","0,74",,"1,10 %",,,,,,,,"0,67 %",,,"100.666.479,73",,,,,,,,,27.785,,,
366,SPVJ11,SHOPPINGS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"732.837.037,48",,,,,,,,,28,,,
367,SPXS11,INDEFINIDO,,"719.424,50","1,00",,"1,19 %",,,,,,,,"-4,26 %",,,"118.731.472,61",,,,,,,,,5.167,,,
368,SRVD11,INDEFINIDO,,"233,91","583,00",,"2,29 %",,,,,,,,"-9,79 %",,,"-684.237,05",,,,,,,,,113,,,
369,STRX11,FUNDO DE DESENVOLVIMENTO,,N/A,"0,05",,"0,00 %",,,,,,,,"0,00 %",,,"264.632.412,13",,,,,,,,,57,,,
370,TCPF11,MISTO,,N/A,"0,01",,"0,00 %",,,,,,,,"0,00 %",,,"37.247.030,25",,,,,,,,,51,,,
371,TEPP11,LAJES CORPORATIVAS,,"1.554.140,21","0,95",,"0,63 %",,,,,,,,"3,52 %",,,"401.122.964,00",,,,,,,,,20.636,,,
372,TGAR11,FUNDO DE DESENVOLVIMENTO,,"4.220.596,89","1,08",,"1,12 %",,,,,,,,"4,59 %",,,"1.580.078.952,49",,,,,,,,,118.820,,,
373,TJKB11,INDEFINIDO,,"4.724,80","0,98",,"0,00 %",,,,,,,,"0,00 %",,,"201.946.069,65",,,,,,,,,74,,,
374,TMPS11,FUNDO DE FUNDOS,,"58.982,32","0,94",,"0,79 %",,,,,,,,"-4,04 %",,,"104.685.463,57",,,,,,,,,1.838,,,
375,TORD11,MISTO,,"234.402,14","0,17",,"0,90 %",,,,,,,,"-24,53 %",,,"442.311.654,91",,,,,,,,,98.457,,,
376,TRBL11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"901.106,14","1,04",,"0,73 %",,,,,,,,"-2,09 %",,,"610.382.959,16",,,,,,,,,62.415,,,
377,TRNT11,LAJES CORPORATIVAS,,"3.985,06","0,64",,"0,34 %",,,,,,,,"0,00 %",,,"774.145.777,37",,,,,,,,,695,,,
378,TRXB11,FUNDO DE DESENVOLVIMENTO,,"1.389.614,56","1,14",,"0,74 %",,,,,,,,"4,17 %",,,"307.459.012,43",,,,,,,,,193,,,
379,TRXF11,IMÓVEIS COMERCIAIS - OUTROS,,"7.999.103,14","1,05",,"0,80 %",,,,,,,,"-0,97 %",,,"1.363.034.036,05",,,,,,,,,106.264,,,
380,TSER11,LAJES CORPORATIVAS,,"464,00","1,00",,"0,00 %",,,,,,,,"0,00 %",,,"128.784.431,31",,,,,,,,,32,,,
381,TVRI11,AGÊNCIAS DE BANCOS,,"1.913.515,96","0,89",,"0,93 %",,,,,,,,"-0,98 %",,,"1.576.342.335,04",,,,,,,,,74.877,,,
382,URPR11,PAPÉIS,,"2.838.433,89","0,86",,"1,25 %",,,,,,,,"-3,99 %",,,"1.190.606.675,92",,,,,,,,,93.145,,,
383,VCJR11,PAPÉIS,,"2.021.642,39","0,94",,"0,70 %",,,,,,,,"1,52 %",,,"1.427.404.873,79",,,,,,,,,22.528,,,
384,VCRA11,INDEFINIDO,,"732.876,71","0,93",,"1,14 %",,,,,,,,"0,49 %",,,"474.318.495,70",,,,,,,,,5.962,,,
385,VCRI11,PAPÉIS,,"381.332,04","0,86",,"0,90 %",,,,,,,,"-3,47 %",,,"171.043.549,35",,,,,,,,,11.995,,,
386,VCRR11,IMÓVEIS RESIDENCIAIS,,"193.997,46","0,59",,"0,91 %",,,,,,,,"-0,98 %",,,"256.342.883,23",,,,,,,,,4.083,,,
387,VGHF11,MISTO,,"3.384.553,46","1,02",,"1,03 %",,,,,,,,"1,04 %",,,"881.632.477,96",,,,,,,,,291.930,,,
388,VGIA11,INDEFINIDO,,"4.042.123,39","1,00",,"1,36 %",,,,,,,,"-1,55 %",,,"822.171.133,76",,,,,,,,,138.563,,,
389,VGIP11,PAPÉIS,,"2.078.671,96","0,97",,"0,68 %",,,,,,,,"1,88 %",,,"1.096.925.435,59",,,,,,,,,87.787,,,
390,VGIR11,PAPÉIS,,"4.763.634,68","1,04",,"1,34 %",,,,,,,,"-1,12 %",,,"994.190.791,50",,,,,,,,,219.839,,,
391,VIDS11,FUNDO DE DESENVOLVIMENTO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"78.727.805,50",,,,,,,,,199,,,
392,VIFI11,FUNDO DE FUNDOS,,"168.887,11","0,86",,"0,84 %",,,,,,,,"-2,10 %",,,"76.189.087,85",,,,,,,,,6.572,,,
393,VIGT11,N/A,,"689.827,04",N/A,,"3,04 %",,,,,,,,"0,06 %",,,N/A,,,,,,,,,0,,,
394,VILG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"2.461.370,54","0,92",,"0,65 %",,,,,,,,"2,31 %",,,"1.677.696.436,84",,,,,,,,,164.511,,,
395,VINO11,LAJES CORPORATIVAS,,"1.184.959,25","0,77",,"0,71 %",,,,,,,,"-7,93 %",,,"899.254.538,15",,,,,,,,,132.954,,,
396,VISC11,SHOPPINGS,,"9.603.478,39","1,02",,"0,77 %",,,,,,,,"-1,66 %",,,"2.141.699.157,05",,,,,,,,,262.412,,,
397,VIUR11,MISTO,,"361.947,00","0,86",,"0,89 %",,,,,,,,"-3,58 %",,,"244.119.645,90",,,,,,,,,42.205,,,
398,VJFD11,PAPÉIS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"664.967.223,14",,,,,,,,,97,,,
399,VLIQ11,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,N/A,,,,,,,,,1,,,
400,VLOL11,LAJES CORPORATIVAS,,"160.238,13","0,88",,N/A,,,,,,,,N/A,,,"198.219.080,15",,,,,,,,,3.127,,,
401,VOTS11,PAPÉIS,,"4.299,04","0,87",,"0,93 %",,,,,,,,"-1,99 %",,,"77.332.942,46",,,,,,,,,667,,,
402,VRTA11,PAPÉIS,,"2.613.164,93","0,94",,"0,78 %",,,,,,,,"-3,34 %",,,"1.459.886.440,35",,,,,,,,,123.598,,,
403,VSEC11,PAPÉIS,,"2,50","0,07",,N/A,,,,,,,,N/A,,,"182.284,39",,,,,,,,,64,,,
404,VSHO11,SHOPPINGS,,"170.458,64","0,78",,"0,98 %",,,,,,,,"-2,69 %",,,"212.214.936,60",,,,,,,,,3.617,,,
405,VSLH11,PAPÉIS,,"322.912,79","0,31",,"0,93 %",,,,,,,,"-10,50 %",,,"307.686.430,65",,,,,,,,,89.772,,,
406,VTLT11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"215.276,54","0,96",,"0,90 %",,,,,,,,"-1,01 %",,,"213.998.313,61",,,,,,,,,6.077,,,
407,VTPL11,PAPÉIS,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,"106.772.861,22",,,,,,,,,1,,,
408,VVCO11,LAJES CORPORATIVAS,,"274.475,96","0,90",,"62,87 %",,,,,,,,"0,00 %",,,"71.225.994,48",,,,,,,,,3.721,,,
409,VVCR11,PAPÉIS,,"83.527,50","0,90",,"0,27 %",,,,,,,,"1,81 %",,,"32.129.961,12",,,,,,,,,3.339,,,
410,VVPR11,MISTO,,"1.249.061,55","1,04",,"0,89 %",,,,,,,,"0,40 %",,,"226.032.234,18",,,,,,,,,1.372,,,
411,VVRI11,INDEFINIDO,,"4.511,46","1,01",,"1,32 %",,,,,,,,"-0,25 %",,,"38.270.406,39",,,,,,,,,89,,,
412,VXXV11,FUNDO DE DESENVOLVIMENTO,,"4.697.315,00","0,95",,"0,00 %",,,,,,,,"0,00 %",,,"290.668.150,86",,,,,,,,,23,,,
413,WPLZ11,SHOPPINGS,,"3.849,71","0,72",,"0,62 %",,,,,,,,"-1,72 %",,,"89.591.274,52",,,,,,,,,1.877,,,
414,WSEC11,INDEFINIDO,,"6.768,31","0,85",,"1,16 %",,,,,,,,"-0,74 %",,,"24.818.395,25",,,,,,,,,451,,,
415,WTSP11B,MISTO,,"1.882,09","0,50",,"0,55 %",,,,,,,,"-1,38 %",,,"71.977.120,70",,,,,,,,,198,,,
416,XPCA11,INDEFINIDO,,"1.849.695,75","1,01",,"1,11 %",,,,,,,,"2,90 %",,,"432.031.053,47",,,,,,,,,72.262,,,
417,XPCI11,PAPÉIS,,"2.342.525,89","0,93",,"1,08 %",,,,,,,,"1,09 %",,,"817.961.227,77",,,,,,,,,75.110,,,
418,XPCM11,LAJES CORPORATIVAS,,"32.490,71","0,25",,"0,61 %",,,,,,,,"-5,54 %",,,"100.457.552,53",,,,,,,,,24.894,,,
419,XPHT11,HOTÉIS,,"230.869,59","1,02",,"0,93 %",,,,,,,,"-63,41 %",,,"393.966.371,28",,,,,,,,,517,,,
420,XPID11,FUNDO DE DESENVOLVIMENTO,,"836.111,04",N/A,,"0,50 %",,,,,,,,"-0,53 %",,,N/A,,,,,,,,,0,,,
421,XPIE11,N/A,,"1.559.307,75",N/A,,"0,75 %",,,,,,,,"-5,26 %",,,N/A,,,,,,,,,0,,,
422,XPIN11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"579.097,86","0,82",,"0,79 %",,,,,,,,"-1,44 %",,,"743.117.539,32",,,,,,,,,44.927,,,
423,XPLG11,IMÓVEIS INDUSTRIAIS E LOGÍSTICOS,,"3.691.002,61","1,01",,"0,69 %",,,,,,,,"0,06 %",,,"3.003.131.838,53",,,,,,,,,312.524,,,
424,XPML11,SHOPPINGS,,"16.995.338,36","0,99",,"0,75 %",,,,,,,,"3,92 %",,,"3.462.052.426,09",,,,,,,,,357.599,,,
425,XPPR11,LAJES CORPORATIVAS,,"339.058,18","0,30",,"0,46 %",,,,,,,,"-1,75 %",,,"514.431.993,46",,,,,,,,,60.101,,,
426,XPSF11,FUNDO DE FUNDOS,,"552.260,21","0,93",,"0,90 %",,,,,,,,"-4,59 %",,,"378.973.987,60",,,,,,,,,47.223,,,
427,XTED11,LAJES CORPORATIVAS,,"17.641,88","0,68",,N/A,,,,,,,,N/A,,,"67.378.204,04",,,,,,,,,4.098,,,
428,YUFI11,FUNDO DE DESENVOLVIMENTO,,"88,50","0,87",,"0,00 %",,,,,,,,"0,00 %",,,"50.063.668,92",,,,,,,,,56,,,
429,YUFI11B,INDEFINIDO,,N/A,N/A,,"0,00 %",,,,,,,,"0,00 %",,,N/A,,,,,,,,,N/A,,,
430,ZAVI11,INDEFINIDO,,"720.862,96","0,94",,"0,91 %",,,,,,,,"1,33 %",,,"158.779.618,00",,,,,,,,,3.838,,,
431,ZIFI11,FUNDO DE DESENVOLVIMENTO,,"13.250,00","0,75",,"0,00 %",,,,,,,,"0,00 %",,,"57.202.841,60",,,,,,,,,70,,,
